# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS11215	NC_022592.1	2350346	2351416	+	1071	1528	575	4114	3504	627	598	745	2794	427	1626	1557	1741	8208	9074	5991
CAETHG_RS11220	NC_022592.1	2351437	2352363	+	927	2583	1005	5484	4757	868	1003	1079	3511	712	2178	2204	2263	10885	10079	7121
CAETHG_RS11225	NC_022592.1	2352375	2353624	+	1250	2575	860	6580	4794	854	976	1069	3886	662	2435	2638	2306	10639	11586	6899
CAETHG_RS11230	NC_022592.1	2353943	2354887	+	945	663	624	1195	839	658	870	818	796	856	625	1073	546	568	587	771
CAETHG_RS11235	NC_022592.1	2355327	2356836	+	1510	95	52	36	16	24	137	33	112	104	18	55	37	98	50	50
CAETHG_RS11240	NC_022592.1	2357121	2360010	+	2890	46425	51586	48085	49083	41883	58303	37280	52669	48602	58764	50064	67694	51323	51011	48702
CAETHG_RS11245	NC_022592.1	2360218	2360334	+	117	1	0	2	2	0	0	4	2	0	2	0	1	1	2	0
CAETHG_RS11250	NC_022592.1	2360340	2360415	+	76	1	0	3	3	2	1	5	3	4	1	2	4	2	0	0
CAETHG_RS11255	NC_022592.1	2360478	2360972	-	495	410	386	542	292	302	380	313	304	315	333	668	274	269	384	450
CAETHG_RS11260	NC_022592.1	2361091	2361783	+	693	256	288	243	148	186	264	201	155	263	149	232	182	159	190	219
CAETHG_RS11265	NC_022592.1	2361756	2363039	+	1284	174	220	340	123	162	153	155	91	201	111	136	112	108	141	137
CAETHG_RS11270	NC_022592.1	2363114	2363788	+	675	70	70	97	67	52	76	74	64	84	48	32	58	50	52	41
CAETHG_RS11275	NC_022592.1	2363791	2366172	+	2382	453	450	803	375	422	441	444	340	523	532	755	559	335	361	483
CAETHG_RS11280	NC_022592.1	2366461	2367492	+	1032	995	896	922	685	682	824	857	688	917	407	484	442	712	852	1184
CAETHG_RS11285	NC_022592.1	2367483	2368490	+	1008	547	521	449	449	385	538	431	375	518	212	255	316	377	466	606
CAETHG_RS11290	NC_022592.1	2368525	2369484	+	960	1883	1609	1963	1564	1387	1783	1600	1312	1496	979	1266	989	1548	1918	2193
CAETHG_RS11295	NC_022592.1	2369600	2370196	-	597	501	369	503	304	361	452	390	285	368	472	834	418	365	394	528
CAETHG_RS11300	NC_022592.1	2370390	2371535	+	1146	12037	10249	12244	7791	4918	6356	8302	6568	8598	2276	2893	3515	7669	9532	14428
CAETHG_RS11305	NC_022592.1	2372231	2373740	+	1510	21	17	15	7	21	21	15	115	8	14	14	14	19	48	28
CAETHG_RS11310	NC_022592.1	2374025	2376914	+	2890	67864	82604	47037	21475	71812	80810	16142	80194	49466	74958	16831	62277	88714	118132	66186
CAETHG_RS11315	NC_022592.1	2377024	2377140	+	117	2	4	9	0	2	6	8	3	2	4	0	1	4	0	8
CAETHG_RS11320	NC_022592.1	2377150	2377225	+	76	1	0	1	0	1	0	1	1	1	3	1	3	2	0	2
CAETHG_RS11325	NC_022592.1	2377331	2378074	+	744	1520	1708	1847	1083	960	1229	936	982	1203	1224	1894	963	857	1240	1070
CAETHG_RS11330	NC_022592.1	2378184	2379218	-	1035	153	148	178	135	182	212	178	75	222	99	150	134	90	100	136
CAETHG_RS11335	NC_022592.1	2379454	2380920	-	1467	339	383	945	1071	1410	2165	1952	722	788	1081	876	1152	1007	1130	647
CAETHG_RS11340	NC_022592.1	2380943	2381644	-	702	73	109	293	320	397	590	614	208	187	289	218	278	294	328	209
CAETHG_RS11345	NC_022592.1	2381703	2383307	-	1605	207	239	607	641	926	1233	1235	426	436	563	536	574	698	776	461
CAETHG_RS11350	NC_022592.1	2383685	2384260	+	576	385	403	370	249	330	401	328	285	278	534	888	406	380	463	432
CAETHG_RS11355	NC_022592.1	2384305	2384769	+	465	248	277	328	213	306	279	237	226	214	687	934	464	303	371	300
CAETHG_RS11360	NC_022592.1	2385151	2386683	+	1533	33	46	52	69	37	63	87	55	33	61	70	53	57	61	48
CAETHG_RS11365	NC_022592.1	2386723	2388096	+	1374	137	120	243	161	129	227	213	215	172	205	432	208	122	210	182
CAETHG_RS11370	NC_022592.1	2388554	2389540	+	987	302	338	1119	1948	1331	2717	3626	924	979	723	807	690	1262	1575	794
CAETHG_RS11375	NC_022592.1	2389632	2391131	+	1500	58	76	387	371	327	504	897	253	233	233	161	209	366	313	174
CAETHG_RS11380	NC_022592.1	2391128	2392102	+	975	91	68	269	314	245	378	550	231	169	299	416	295	289	243	135
CAETHG_RS11385	NC_022592.1	2392695	2394204	+	1510	97	95	44	26	107	478	27	41	83	106	115	359	81	97	55
CAETHG_RS11390	NC_022592.1	2394594	2397483	+	2890	99503	36499	52503	59913	45821	42517	29479	27707	42512	47312	12348	28945	26578	56238	45753
CAETHG_RS11395	NC_022592.1	2397691	2397807	+	117	28	2	37	25	1	14	30	28	16	17	21	5	9	13	9
CAETHG_RS11400	NC_022592.1	2398074	2398799	-	726	7561	5768	4878	3603	3962	5402	4546	3095	4900	2539	3233	3180	4696	3606	6353
CAETHG_RS11405	NC_022592.1	2398976	2399049	+	74	0	2	4	1	0	1	0	1	0	5	5	4	1	3	3
CAETHG_RS11410	NC_022592.1	2399553	2399990	+	438	240	291	237	143	128	196	238	119	205	110	172	156	150	169	183
CAETHG_RS11415	NC_022592.1	2400115	2401029	-	915	1548	1430	1789	1110	1384	1850	1336	942	1779	1015	1267	1522	1254	764	1297
CAETHG_RS11420	NC_022592.1	2401048	2401989	-	942	719	617	906	603	638	926	634	548	764	654	889	810	568	538	637
CAETHG_RS11425	NC_022592.1	2402294	2402506	+	213	18	52	24	17	46	34	10	21	10	175	197	56	27	41	35
CAETHG_RS11430	NC_022592.1	2402485	2403933	+	1449	530	470	575	414	476	582	417	364	434	714	834	575	423	531	542
CAETHG_RS11435	NC_022592.1	2403951	2404634	+	684	213	245	240	217	236	256	173	200	223	284	311	310	211	246	244
CAETHG_RS11440	NC_022592.1	2404765	2405094	+	330	1913	1458	1834	1454	1465	1967	1337	1166	1486	1185	1637	1105	1226	1659	1824
CAETHG_RS11445	NC_022592.1	2405111	2406055	+	945	3390	3130	3400	2304	2797	3236	2219	1997	2857	2197	2403	2315	2493	2859	3393
CAETHG_RS11450	NC_022592.1	2406060	2406965	+	906	3102	2983	2890	2011	2763	2782	1977	1974	2616	2212	2260	2121	2184	2820	3094
CAETHG_RS11455	NC_022592.1	2406976	2407179	+	204	1172	913	1091	769	792	1087	828	632	974	706	953	675	798	871	1148
CAETHG_RS11460	NC_022592.1	2407425	2407598	+	174	38506	24685	77525	78457	28822	47546	45291	92621	20421	71641	136949	30239	28689	62137	38792
CAETHG_RS11465	NC_022592.1	2407745	2408539	+	795	862	753	1167	635	559	692	588	571	792	758	777	624	537	600	709
CAETHG_RS11470	NC_022592.1	2408536	2409387	+	852	2007	1689	2713	1385	1355	1724	1193	1284	1789	1209	1535	1065	1024	1372	1549
CAETHG_RS11475	NC_022592.1	2409562	2410314	+	753	1727	1445	1590	1092	1035	1324	1558	1010	1614	525	718	723	1117	1093	1590
CAETHG_RS11480	NC_022592.1	2410321	2411160	+	840	983	925	998	653	626	770	884	690	953	464	415	521	692	730	977
CAETHG_RS11485	NC_022592.1	2411425	2412462	+	1038	10046	10303	15907	14265	9462	16347	15024	11314	14756	10964	11939	12638	9393	10268	11385
CAETHG_RS11490	NC_022592.1	2412909	2413955	+	1047	16228	17562	17997	15198	12031	17674	15161	11439	18256	12085	13793	13503	11751	14965	14986
CAETHG_RS11495	NC_022592.1	2414148	2414393	-	246	5095	4627	10125	6059	4819	4926	4289	8699	4806	9900	19872	5434	3246	7673	4308
CAETHG_RS11500	NC_022592.1	2414945	2416336	+	1392	943	1188	1364	819	1031	1118	772	775	974	1495	2036	1419	883	1137	1082
CAETHG_RS11505	NC_022592.1	2416536	2417189	-	654	6135	6154	5884	3982	5127	5872	5083	3491	5036	6522	7765	7064	6023	5854	4878
CAETHG_RS11510	NC_022592.1	2417198	2417848	-	651	8168	8158	7294	4974	6546	7412	6309	4364	6200	8667	9901	9455	7762	7812	6260
CAETHG_RS11515	NC_022592.1	2417864	2418454	-	591	2933	2895	2673	1684	2097	2637	2319	1529	2468	2821	3348	3710	2353	2186	2185
CAETHG_RS11520	NC_022592.1	2418779	2419372	+	594	1030	1026	1509	991	997	1196	957	946	907	2284	4285	1523	1027	1390	1071
CAETHG_RS11525	NC_022592.1	2419505	2419984	-	480	526	371	519	324	306	416	412	312	480	241	396	290	280	301	404
CAETHG_RS11530	NC_022592.1	2420054	2420230	-	177	28	52	213	300	160	145	130	231	56	399	660	155	117	176	104
CAETHG_RS11535	NC_022592.1	2421013	2421966	+	954	1384	922	1233	629	615	981	782	632	808	602	974	613	281	235	236
CAETHG_RS11540	NC_022592.1	2422137	2423042	+	906	4039	3560	5106	3247	2902	4125	3088	2787	3568	3436	4168	3652	2509	2486	3189
CAETHG_RS11545	NC_022592.1	2423112	2424608	+	1497	9724	7841	11777	8566	7166	10831	7966	6848	9908	6486	6746	7041	6290	5989	7229
CAETHG_RS11550	NC_022592.1	2424703	2426123	-	1421	31	20	78	34	30	40	29	25	51	39	29	32	29	21	22
CAETHG_RS11555	NC_022592.1	2426204	2426389	-	186	553	526	624	422	474	492	471	447	437	958	1344	851	459	523	629
CAETHG_RS11560	NC_022592.1	2426402	2426644	-	243	1335	1029	1317	929	955	1163	1180	773	1034	1614	2801	1689	975	931	1306
CAETHG_RS11565	NC_022592.1	2426825	2427400	+	576	48	190	73	52	228	130	23	91	60	457	710	465	194	145	53
CAETHG_RS11570	NC_022592.1	2427426	2427944	+	519	31	67	38	31	86	47	5	25	22	128	224	133	88	63	24
CAETHG_RS11575	NC_022592.1	2428038	2428616	+	579	1703	1830	2029	1452	1269	1409	1359	1120	1874	1685	2273	1243	1221	1726	1637
CAETHG_RS11580	NC_022592.1	2428963	2430900	+	1938	2877	2041	4240	5616	2348	6323	3063	4023	1828	3157	3431	4016	6782	8670	5173
CAETHG_RS11585	NC_022592.1	2431183	2431959	+	777	177	167	377	468	197	495	276	304	197	267	210	356	474	491	403
CAETHG_RS11590	NC_022592.1	2432285	2433325	+	1041	13909	19316	17308	14425	33841	28252	11396	16060	16264	62423	81014	53008	22594	26812	13786
CAETHG_RS11595	NC_022592.1	2433434	2433997	+	564	118	165	191	118	152	149	89	125	148	254	303	284	111	122	111
CAETHG_RS11600	NC_022592.1	2433990	2434832	+	843	170	194	246	129	189	192	129	151	191	299	375	420	138	168	162
CAETHG_RS11605	NC_022592.1	2434931	2435110	+	180	144	619	251	233	1048	661	81	328	196	1600	1942	1376	854	706	211
CAETHG_RS11610	NC_022592.1	2435107	2436234	+	1128	1487	7307	2767	2572	14381	6504	1011	3664	2339	20012	20658	18119	10870	9070	2473
CAETHG_RS11615	NC_022592.1	2436250	2436834	+	585	370	1642	716	548	2850	1313	190	847	516	4792	4877	3853	2291	2097	535
CAETHG_RS11620	NC_022592.1	2437015	2437872	+	858	1853	1658	2404	1961	1428	2162	1770	1443	1644	1567	2069	1540	1486	1885	2162
CAETHG_RS11625	NC_022592.1	2437936	2438784	+	849	1458	1541	1690	1423	1159	1498	1346	1174	1434	1147	1442	1430	1211	1470	1575
CAETHG_RS11630	NC_022592.1	2438891	2439079	+	189	385	890	488	624	972	634	293	724	481	3474	6740	1556	1210	2464	630
CAETHG_RS11635	NC_022592.1	2439181	2439366	-	186	29	60	52	40	82	54	28	33	45	185	371	111	58	56	43
CAETHG_RS11640	NC_022592.1	2439602	2441707	+	2106	2452	3594	3049	2101	2102	1695	2238	2124	3925	1860	2306	2421	1668	1459	2247
CAETHG_RS11645	NC_022592.1	2441753	2442262	+	510	570	896	749	501	575	458	534	452	1015	568	606	666	462	371	520
CAETHG_RS11650	NC_022592.1	2442313	2442678	+	366	698	729	742	448	431	472	440	547	653	541	792	549	414	541	619
CAETHG_RS11655	NC_022592.1	2443153	2443785	-	633	343	416	399	316	523	458	266	284	320	553	816	563	372	440	342
CAETHG_RS11660	NC_022592.1	2443939	2445750	+	1812	2096	1887	2573	1919	1762	2317	1826	1709	2189	1589	1812	1790	1510	1788	2093
CAETHG_RS11665	NC_022592.1	2446169	2449276	+	3108	8377	5622	13829	11764	6922	9539	8930	11882	6930	6907	8784	11484	7784	6878	10928
CAETHG_RS11670	NC_022592.1	2449433	2450431	+	999	9616	9440	13364	9507	8993	11542	10488	9070	13746	8008	8496	9270	9187	10547	11698
CAETHG_RS11675	NC_022592.1	2450539	2451147	+	609	4665	4827	7192	4654	4462	5478	4933	4721	6460	5358	7454	5454	4630	4962	5540
CAETHG_RS11680	NC_022592.1	2451368	2455453	+	4086	24561	37161	21380	14939	39720	30119	10082	13799	20274	40415	33979	34560	32710	30565	27549
CAETHG_RS11685	NC_022592.1	2455591	2456658	+	1068	498	2438	744	1180	3800	1752	459	1416	768	18943	24338	14044	3964	4356	1192
CAETHG_RS11690	NC_022592.1	2456731	2456982	-	252	24	31	118	123	87	81	80	102	88	94	208	114	46	21	40
CAETHG_RS11695	NC_022592.1	2457004	2457618	-	615	315	278	349	261	301	366	320	228	348	332	536	342	233	239	316
CAETHG_RS11700	NC_022592.1	2457729	2459009	+	1281	600	1190	710	482	1427	918	422	523	583	2550	2501	2450	1063	1025	674
CAETHG_RS11705	NC_022592.1	2459340	2460722	+	1383	32772	29807	14382	10195	18873	17070	11928	9955	18494	17924	19683	17294	18641	22842	25794
CAETHG_RS11710	NC_022592.1	2460862	2462127	+	1266	1255	1147	1452	926	902	1086	1067	887	1131	940	1495	777	911	1060	1317
CAETHG_RS11715	NC_022592.1	2462276	2463394	-	1119	75	578	112	302	1051	367	99	331	127	5823	8304	4553	945	864	146
CAETHG_RS11720	NC_022592.1	2463581	2464587	+	1007	63	639	111	213	851	318	79	291	98	4642	6325	3253	1339	1394	245
CAETHG_RS11725	NC_022592.1	2464611	2464820	+	210	24	234	33	62	212	78	19	79	23	1270	1227	787	330	403	56
CAETHG_RS11730	NC_022592.1	2464983	2465489	+	507	75	580	100	158	663	212	64	181	60	3064	3368	1875	965	931	197
CAETHG_RS11735	NC_022592.1	2465486	2465623	+	138	10	96	19	30	167	47	13	37	13	421	527	378	146	175	17
CAETHG_RS11740	NC_022592.1	2465644	2466666	+	1023	111	857	155	275	1107	328	96	404	111	5431	6874	3626	1559	1637	266
CAETHG_RS11745	NC_022592.1	2466773	2467897	-	1125	94	765	138	313	1286	555	107	364	178	5231	7735	5142	1439	1100	330
CAETHG_RS11750	NC_022592.1	2468011	2469012	+	1002	496	2537	1168	915	5221	2443	248	1492	810	7638	8011	8294	3200	2390	761
CAETHG_RS11755	NC_022592.1	2469145	2470014	+	870	47	293	143	160	567	271	79	246	98	3391	4621	3024	576	546	139
CAETHG_RS11760	NC_022592.1	2470223	2470459	+	237	11644	6315	14042	5777	6406	8245	7929	7253	7222	12437	28027	7736	3176	4164	4778
CAETHG_RS11765	NC_022592.1	2470854	2472407	+	1554	1808	8519	4045	3151	18247	8459	1114	5252	3081	21751	21880	23996	10898	8843	2644
CAETHG_RS11770	NC_022592.1	2472806	2473612	+	807	34	260	78	125	545	225	40	142	105	984	1124	1097	302	283	92
CAETHG_RS11775	NC_022592.1	2473922	2476546	+	2625	385	1103	464	462	2037	968	314	639	580	3081	3567	3867	1337	1081	544
CAETHG_RS11780	NC_022592.1	2476651	2477493	+	843	983	1134	632	437	654	618	566	381	875	796	980	835	567	595	723
CAETHG_RS20735	NC_022592.1	2477885	2478079	+	195	8	14	3	7	28	16	5	7	4	100	207	60	16	31	8
CAETHG_RS11785	NC_022592.1	2478093	2479550	+	1458	81	144	67	74	245	129	52	80	71	599	713	560	182	186	87
CAETHG_RS11790	NC_022592.1	2479625	2481883	+	2259	411	540	778	451	680	512	424	477	501	1598	2296	1386	552	621	568
CAETHG_RS11795	NC_022592.1	2481968	2482612	+	645	344	430	723	467	544	534	433	418	492	876	1178	782	348	405	387
CAETHG_RS11800	NC_022592.1	2482729	2483967	-	1239	3435	3359	4347	2327	2410	3258	2623	1919	3304	2169	3254	2398	1400	1430	1778
CAETHG_RS11805	NC_022592.1	2484464	2485834	+	1371	170	293	243	212	517	359	178	210	176	1087	1549	911	394	453	221
CAETHG_RS11810	NC_022592.1	2486061	2486477	+	417	724	520	2130	1553	1351	2087	1908	1258	1768	1161	1774	1267	538	711	833
CAETHG_RS11815	NC_022592.1	2486564	2486869	+	306	250	225	881	552	523	767	590	528	561	598	933	446	203	229	288
CAETHG_RS11820	NC_022592.1	2487130	2488734	+	1605	2169	1563	4110	3184	2652	3258	3016	2753	3444	2970	3450	3602	1852	1930	1932
CAETHG_RS11825	NC_022592.1	2488945	2489289	+	345	79	59	129	128	71	88	76	103	109	102	139	85	54	87	73
CAETHG_RS11830	NC_022592.1	2489471	2490925	+	1455	5320	5674	13639	5540	6455	7030	5578	5456	10217	5027	6716	5411	3622	4224	5208
CAETHG_RS11835	NC_022592.1	2490990	2491202	-	213	8957	4904	6471	5422	3168	5283	6263	4639	4404	4403	9740	4199	4156	5484	6590
CAETHG_RS11840	NC_022592.1	2491375	2492427	+	1053	1315	1229	2071	858	1084	1157	953	947	2150	670	804	786	554	642	969
CAETHG_RS11845	NC_022592.1	2492417	2493280	+	864	1512	1467	2107	1010	1246	1086	962	968	2269	788	1029	1046	663	704	1010
CAETHG_RS11850	NC_022592.1	2493341	2494414	+	1074	4489	4366	5073	2855	3023	3450	3561	2802	5442	2212	2565	3031	2381	2283	3257
CAETHG_RS11855	NC_022592.1	2494479	2495105	+	627	1556	1198	1559	883	859	1096	1145	855	1748	468	470	660	657	476	1030
CAETHG_RS11860	NC_022592.1	2495174	2495896	+	723	1783	1625	2043	1070	1295	1189	1205	1132	2063	1055	1086	1343	1077	812	1292
CAETHG_RS11865	NC_022592.1	2496009	2497061	+	1053	2926	2607	3511	1981	2067	2141	2113	2032	3213	1872	2338	2268	1802	1442	2256
CAETHG_RS11870	NC_022592.1	2497114	2497572	+	459	1192	1075	1514	812	726	932	870	845	1146	933	1278	946	765	782	990
CAETHG_RS11875	NC_022592.1	2497674	2498123	+	450	1663	943	1254	1037	913	1176	971	1052	1118	837	979	1383	910	747	1184
CAETHG_RS11880	NC_022592.1	2498250	2498879	+	630	3169	1918	3434	2695	1953	3009	2570	2561	2508	2300	2894	3629	2025	1776	2579
CAETHG_RS11885	NC_022592.1	2499024	2499434	+	411	405	278	341	232	249	318	304	264	297	214	243	263	179	243	339
CAETHG_RS11890	NC_022592.1	2499484	2500512	+	1029	1842	1514	1745	1151	1158	1670	1464	1133	1828	854	1274	1161	1269	1079	1878
CAETHG_RS11895	NC_022592.1	2500530	2501684	+	1155	1273	976	1325	982	807	1092	1132	990	1328	619	825	831	685	796	1070
CAETHG_RS11900	NC_022592.1	2502078	2502440	+	363	1192	966	1446	828	559	876	773	853	817	596	1380	371	540	815	993
CAETHG_RS11905	NC_022592.1	2502469	2503152	+	684	10835	8935	13904	9793	7870	10669	8860	8867	10665	7201	7114	9256	7386	6624	9223
CAETHG_RS11910	NC_022592.1	2503195	2503440	+	246	4002	3570	4791	3443	2903	3688	2857	3201	4111	2608	2246	3428	2713	2412	3396
CAETHG_RS11915	NC_022592.1	2503487	2503978	+	492	15966	12511	18936	12897	10979	15260	12290	12021	15422	9304	9717	13085	10215	7845	12711
CAETHG_RS11920	NC_022592.1	2503981	2504526	+	546	6999	6523	7537	4780	4646	5819	4425	5335	6216	4843	3541	5600	4747	4093	6081
CAETHG_RS11925	NC_022592.1	2504531	2506044	+	1514	40372	32724	41918	30161	26145	36104	29658	29229	37907	21075	20210	31642	26409	17780	31738
CAETHG_RS11930	NC_022592.1	2506067	2506918	+	852	23837	18924	24881	17435	14814	20236	16930	16111	20962	11983	11705	18534	15754	10371	18763
CAETHG_RS11935	NC_022592.1	2506931	2508325	+	1395	53791	43441	56873	41164	34698	47564	39631	37965	50520	28565	27219	40577	35350	26452	42872
CAETHG_RS11940	NC_022592.1	2508392	2508790	+	399	30515	23452	34439	23697	18729	25837	22700	22774	26077	16447	19981	21653	19729	16297	25363
CAETHG_RS11945	NC_022592.1	2509130	2509867	+	738	10	134	14	46	175	67	24	59	37	531	643	527	130	141	31
CAETHG_RS11950	NC_022592.1	2509962	2511221	+	1260	188	1437	188	385	1659	694	143	490	217	8423	9043	6369	2895	2884	633
CAETHG_RS11955	NC_022592.1	2511405	2512451	+	1047	105	314	144	101	481	253	65	178	110	1006	1109	1098	388	311	129
CAETHG_RS11960	NC_022592.1	2512603	2513319	+	717	113	801	295	254	1608	835	79	413	225	2717	4213	2184	892	993	229
CAETHG_RS11965	NC_022592.1	2513542	2513796	+	255	46	220	51	63	313	170	11	71	51	531	592	484	250	162	66
CAETHG_RS11970	NC_022592.1	2513894	2514925	+	1032	4088	4413	4949	3921	4086	4873	3876	3385	4025	4612	5361	5632	4209	4376	4418
CAETHG_RS11975	NC_022592.1	2515017	2515565	-	549	161	329	239	144	440	283	129	229	243	941	1276	967	320	241	149
CAETHG_RS11980	NC_022592.1	2515815	2515890	+	76	37	44	86	56	38	52	41	59	47	103	227	77	39	96	51
CAETHG_RS11985	NC_022592.1	2515896	2515980	+	85	9	11	13	16	10	8	8	12	12	30	38	15	8	11	4
CAETHG_RS11990	NC_022592.1	2515990	2516065	+	76	42	49	63	41	35	32	36	49	30	86	181	74	34	51	26
CAETHG_RS11995	NC_022592.1	2516087	2516162	+	76	47	37	78	47	25	26	29	43	34	79	132	70	27	45	39
CAETHG_RS12000	NC_022592.1	2516168	2516252	+	85	45	38	76	43	24	33	35	46	45	114	201	129	32	41	29
CAETHG_RS12005	NC_022592.1	2516602	2517777	+	1176	9344	7375	7352	6447	5515	8025	5477	5616	6219	5472	6802	9339	5532	8170	7402
CAETHG_RS12010	NC_022592.1	2517908	2520145	+	2238	2098	2156	2302	1608	1595	1892	1774	1576	2259	1189	1564	1513	1566	1736	2152
CAETHG_RS12015	NC_022592.1	2520129	2520899	+	771	270	387	518	367	315	386	271	336	351	404	618	427	301	317	314
CAETHG_RS12020	NC_022592.1	2520947	2521150	+	204	55	84	60	51	58	51	54	49	72	78	70	66	44	68	45
CAETHG_RS12025	NC_022592.1	2521123	2521803	+	681	864	955	868	693	964	871	706	606	913	1133	1568	1223	796	727	757
CAETHG_RS12030	NC_022592.1	2522236	2522763	+	528	7884	6639	20142	16621	8471	13956	13774	15439	6458	17336	34439	10634	11299	18776	14273
CAETHG_RS12035	NC_022592.1	2522944	2525457	+	2514	12252	11658	15647	11627	11546	12160	11824	10372	10796	12027	12426	15489	10409	9202	10928
CAETHG_RS12040	NC_022592.1	2525478	2526585	+	1108	5147	4421	5833	4592	4456	4853	4356	4292	4156	4605	5065	5618	3988	4298	4185
CAETHG_RS12045	NC_022592.1	2526665	2527903	+	1239	503	252	1128	733	580	652	854	719	868	453	645	678	211	212	341
CAETHG_RS12050	NC_022592.1	2528063	2529409	+	1347	2810	2342	4200	2914	2149	3086	2933	2679	3450	2233	2530	3090	1510	1651	2139
CAETHG_RS12055	NC_022592.1	2529502	2530842	-	1341	146	227	388	175	387	292	207	239	348	527	589	524	194	116	128
CAETHG_RS12060	NC_022592.1	2531004	2533169	+	2166	1387	1386	2135	1389	1208	1239	1176	1214	1623	1265	1504	1359	1050	1184	1288
CAETHG_RS12065	NC_022592.1	2533717	2534343	+	627	13082	12383	9724	8069	6106	9540	7068	5956	7761	7608	11466	8958	6928	8521	11066
CAETHG_RS12070	NC_022592.1	2534452	2535027	+	576	203	251	330	160	246	197	145	186	230	247	289	202	145	162	217
CAETHG_RS12075	NC_022592.1	2535072	2536295	+	1224	809	948	1246	673	821	845	657	588	1049	824	878	873	664	650	731
CAETHG_RS12080	NC_022592.1	2536370	2536636	+	267	313	319	495	302	288	346	342	311	368	281	383	379	232	287	366
CAETHG_RS12085	NC_022592.1	2536641	2537327	+	687	917	831	1014	630	608	705	695	633	831	619	884	772	614	679	816
CAETHG_RS12090	NC_022592.1	2537371	2538174	-	804	4147	3379	3856	2942	2502	4219	3302	2065	3396	3006	5145	2596	3025	3625	3990
CAETHG_RS12095	NC_022592.1	2538361	2539149	+	789	1599	1453	1594	1062	1107	1433	1139	974	1656	1135	1858	1165	950	1336	1310
CAETHG_RS12100	NC_022592.1	2539228	2541660	-	2433	7026	4963	9922	9451	5437	6988	7468	8949	6162	4859	5219	7703	9861	5904	13832
CAETHG_RS12105	NC_022592.1	2542220	2542294	-	75	113	89	153	131	68	111	96	146	88	149	510	165	67	71	114
CAETHG_RS12110	NC_022592.1	2542371	2542889	-	519	212	174	288	170	146	218	195	108	284	165	218	215	105	107	156
CAETHG_RS12115	NC_022592.1	2542921	2543502	-	582	1014	914	1181	770	765	991	859	652	1243	752	1028	978	584	548	723
CAETHG_RS12120	NC_022592.1	2543486	2544364	-	879	815	844	1165	741	700	777	775	584	1030	646	789	879	560	491	662
CAETHG_RS12125	NC_022592.1	2544373	2544903	-	531	830	941	999	688	703	772	767	585	930	725	872	922	591	622	742
CAETHG_RS12130	NC_022592.1	2545032	2545964	-	933	3488	2525	4409	3336	3010	4185	2964	3591	2785	3549	4172	4906	3152	2663	3444
CAETHG_RS12135	NC_022592.1	2546304	2546684	-	381	12	65	9	12	75	38	8	18	13	115	170	154	45	30	23
CAETHG_RS12140	NC_022592.1	2546681	2547376	-	696	10	122	28	35	173	108	22	32	22	313	436	369	102	155	58
CAETHG_RS12145	NC_022592.1	2547550	2549265	+	1716	2305	2429	3793	2656	2489	2912	2511	2357	2913	3342	3741	3714	2249	2340	2741
CAETHG_RS12150	NC_022592.1	2549721	2550965	-	1245	19122	16607	21902	16264	16827	23917	20525	17573	19846	18216	27792	19019	16472	20874	21775
CAETHG_RS12155	NC_022592.1	2551283	2552029	+	747	633	629	3612	2431	2373	3073	2824	2384	3034	1815	1644	2579	571	473	726
CAETHG_RS12160	NC_022592.1	2552358	2553608	+	1251	488	328	663	746	1242	2278	1757	711	982	1077	1394	1107	1008	610	675
CAETHG_RS12165	NC_022592.1	2553678	2554487	+	810	679	480	870	975	1220	2174	1881	917	1016	801	873	797	988	727	923
CAETHG_RS12170	NC_022592.1	2554495	2555376	+	882	1082	773	1389	1639	2177	4118	3165	1526	1674	1149	1064	1178	1714	1237	1515
CAETHG_RS12175	NC_022592.1	2555403	2556176	+	774	1634	1053	1644	2080	2789	5474	4387	1874	2169	1373	1593	1507	2260	1641	2037
CAETHG_RS12180	NC_022592.1	2556313	2556930	+	618	1559	842	813	1181	1800	4370	3007	978	1509	513	542	499	1566	995	1351
CAETHG_RS12185	NC_022592.1	2556930	2558366	+	1437	3248	1548	1672	2357	3833	8954	6049	1916	3037	1081	1092	1158	3108	2044	2728
